claim,case_name,overruling_case,label,class
"A charge requiring demonstration of willful purpose to unlawfully take property may be subsumed under a more serious violation that does not necessitate separate demonstration of that purpose, provided all its necessary components are embedded in the greater violation's requirements.","[""Carter v. United States""]",,0,Refuted
Accidental loss of data critical to the case fails to distort the accused's entitlement to an impartial process.,"[""Arizona v. Youngblood""]",,1,Supported
The person accused of a crime may contest a jury member's prejudicial views rooted in race irrespective of differences in their races.,"[""Pena-Rodriguez v. Colorado"", ""Powers v. Ohio""]",,0,Refuted
"If the law says doing something is a crime, the government cannot also remove other rights or benefits for that same action unless the law allows it.","[""Leedom v. International Union of Mine, Mill & Smelter Workers""]",,1,Supported
"Where lawsuits allege wrongdoing by state government personnel during enforcement actions beyond tribal lands, these must be filed in judicial institutions not operated by indigenous sovereigns.","[""Nevada v. Hicks""]",,1,Supported
Utility companies can only renegotiate long-term energy contracts if the existing contract would cause serious harm to the public interest.,"[""Morgan Stanley Capital Group Inc. v. Public Utility District No. 1 of Snohomish County""]",,1,Supported
"State police can check a person's immigration status during a lawful detention, but only if they follow federal rules and do not consider race or ethnicity.","[""Arizona v. United States""]",,1,Supported
Individuals terminated for providing sworn testimony in judicial proceedings may pursue civil damages against the responsible entity.,"[""Haddle v. Garrison""]",,1,Supported
Only individuals enumerated by statute may obtain payment entitlements.,"[""Lamie v. United States Trustee""]",,1,Supported
"Government entities can define the meaning of unclear laws, even when that definition draws on past legislative discussions or reasoning beyond the text's explicit wording.","[""Zuni Public School Dist. No. 89 v. Department of Education""]",,0,Refuted
A spouse does not need the employer's approval to settle with third parties before the worker's death.,"[""Ingalls Shipbuilding, Inc. v. Director, Office of Workers' Compensation Programs""]",,1,Supported
An educational institution incurs legal accountability when violations of student protections occur if those in control had awareness or a duty to discern the illegality embedded in their operational decisions.,"[""Wood v. Strickland""]",,0,Refuted
Statutory rules requiring the identification of those who finance electoral speech do not conflict with the nation's legal framework when the speech does not contain an express plea to vote for or against individuals in political office.,"[""Citizens United v. Federal Election Commission""]",,0,Refuted
"Governments have authority to enforce lifespan-based restrictions on service in roles where bodily fitness is crucial for societal protection, provided they are reasonable.","[""Massachusetts Board of Retirement v. Murgia""]",,1,Supported
Laws creating disparities in obtaining pregnancy prevention items between married and unmarried individuals must be supported by a sufficient reason.,"[""Eisenstadt v. Baird""]",,1,Supported
Appellate entities retain power to analyze administrative decisions on proceeding restoration even when unable to determine if restoration is warranted.,"[""Reyes Mata v. Lynch""]",,1,Supported
The U.S. Constitution imposes no duty on states to fund lawyers for persons who cannot afford them when challenging guilty verdicts.,"[""Murray v. Giarratano""]",,0,Refuted
"When deciding on the appropriate consequence for wrongdoing, a person's choice not to speak should not be used to establish the details surrounding the event.","[""Mitchell v. United States""]",,0,Refuted
"The judicial duty of Article III judges encompasses examining the credibility of all expert-derived evidence presented under oath, without regard to whether it originates from academic, occupational, or experiential sources.","[""General Electric Company v. Joiner"", ""Kumho Tire Company, Ltd. v. Carmichael""]",,0,Refuted
U.S. nationality may be withdrawn due to conscription avoidance without judicial proceedings.,"[""Kennedy v. Mendoza-Martinez""]",,0,Refuted
"State-run learning facilities may take punitive measures against enrollees for messages delivered outside premises if they demonstrate potential to harm the institution, its staff, fellow participants, or educational courses.","[""Mahanoy Area School District v. B.L.""]",,0,Refuted
Government-accredited school attendance preserves liberty to voice opinions; personnel must substantiate significant obstruction to educational aims before curtailing these acts.,"[""Tinker v. Des Moines Independent Community School District""]",,0,Refuted
Each jurisdiction must acknowledge decrees issued by its counterparts when the issuing body exercised authority pursuant to its own laws.,"[""V.L. v. E.L.""]",Franchise Tax Board of California v. Hyatt,2,Overruled
Filing a lawsuit on governmental conduct necessitates showing particularized damage from the precise measure; simply being physically present in regions where it has effect is inadequate for standing.,"[""Lujan v. National Wildlife Federation""]","United Food & Commercial Workers v. Brown Group, Inc.",2,Overruled
