claim,case_name,overruling_case,label,class
"A party to whom a claim has been assigned has standing to sue, even if any recovery from the suit must be passed on to another party.","[""Sprint Communications Co., L.P. v. APCC Services, Inc.""]",,0,Refuted
States cannot charge higher taxes on out-of-state businesses than on in-state businesses.,"[""Complete Auto Transit Inc. v. Brady""]",,1,Supported
A judge's vote only counts towards a decision if they are still an active judge at the time the decision is officially released.,"[""Yovino v. Rizo""]",,0,Refuted
"The law demands equal tax rates for similar activities, and any difference in tax rates is unconstitutional.","[""Fitzgerald v. Racing Association of Central Iowa"", ""Minnesota v. Clover Leaf Creamery Company""]",,0,Refuted
"The President does not have the authority to withhold information from the courts, even during a criminal investigation.","[""United States v. Nixon""]",,0,Refuted
"Government officials providing testimony in judicial proceedings, including grand jury hearings, are immune from civil liability even if that testimony is false.","[""Rehberg v. Paulk""]",,0,Refuted
"The government may not criminalize actions based on their expressive content, even if those actions could be perceived as threatening public safety.","[""United States v. Eichman""]",,0,Refuted
Falsely denying prior membership in an organization that could negatively impact a citizenship application can lead to the denial of that application.,"[""Berenyi v. Director, Immigration and Naturalization Service""]",,0,Refuted
"If the government requires you to give up property, you can argue in court that this is a taking without compensation, which violates the Constitution.","[""Horne v. Department of Agriculture"", ""Palazzolo v. Rhode Island""]",,1,Supported
Public schools may exercise editorial control over the content of school-sponsored student speech.,"[""Hazelwood School District v. Kuhlmeier""]",,0,Refuted
"A tribe's waiver of sovereign immunity allows government agencies to pursue legal action to collect debts, even if disputes exist regarding land status.","[""Madison County v. Oneida Indian Nation""]",,0,Refuted
Voting procedures that make it harder for minority voters to elect judges are prohibited by the Voting Rights Act.,"[""Chisom v. Roemer""]",,1,Supported
"Coercive police questioning, even if resulting in a confession, does not automatically violate a person's substantive due process rights.","[""Chavez v. Martinez""]",,0,Refuted
The Fifth Amendment does not protect you from having to state your name to police unless you can show that providing it would incriminate you in a crime.,"[""Hiibel v. Sixth Judicial District Court of Nevada, Humboldt County""]",Albertson v. Subversive Activities Control Board,2,Overruled
Criminalizing public intoxication punishes a medical condition when the intoxication is a symptom of a disease over which the individual has no control.,"[""Powell v. Texas""]",,0,Refuted
Water agreements that fully allocate water among states don't violate federal rules against unfair trade practices because all water is already assigned.,"[""Tarrant Regional Water District v. Herrmann""]",,1,Supported
The Constitution requires the President to approve or reject a bill as a whole; partial approvals or cancellations are not allowed.,"[""Clinton v. City of New York""]",,1,Supported
Federal courts lack jurisdiction over damage to land-based property unless the damage is proximately caused by activities on navigable waters.,"[""Jerome B. Grubart, Inc. v. Great Lakes Dredge & Dock Company""]",,0,Refuted
The president's role as Commander in Chief does not allow intervention in domestic labor disputes.,"[""Youngstown Sheet & Tube Company v. Sawyer""]",,1,Supported
A judge must check that jurors haven't been exposed to anything that could affect their judgment before recalling them.,"[""Dietz v. Bouldin""]",,1,Supported
A person does not need to know the specific crime they are being questioned about to give up their right to remain silent.,"[""Colorado v. Spring""]",,1,Supported
A person has the right to question witnesses who testify against them in legal proceedings.,"[""In re Gault""]",,0,Refuted
The law permits an agency to delegate its authority to a group with fewer than three members.,"[""New Process Steel v. NLRB""]",,0,Refuted
"Coverage under the Act depends on both the location of the injury and the worker’s job or duties; specifically, injuries to longshoremen performing maritime contracts are compensable even if they occur on piers not considered 'navigable waters'.","[""Nacirema Operating Company, Inc. v. Johnson""]",,0,Refuted
States can limit access to public records to only their own residents because the Constitution does not require them to give this right to people from other states.,"[""McBurney v. Young""]",,1,Supported
Executive privilege does not protect information required for a fair criminal trial.,"[""United States v. Nixon""]",,1,Supported
"A prisoner challenging the legality of their conviction must exhaust all available state court remedies before seeking federal relief, even if pursuing a claim for damages rather than direct release.","[""Heck v. Humphrey"", ""O'Sullivan v. Boerckel"", ""Vasquez v. Hillery""]",,0,Refuted
The death penalty is applied arbitrarily and without consistent standards.,"[""Furman v. Georgia""]",,0,Refuted
Providing tuition assistance to parents for religious schools is unconstitutional because it supports religious education.,"[""Committee for Public Education & Religious Liberty v. Nyquist""]",Espinoza v. Montana Department of Revenue,2,Overruled
"Federal law bars the Court of Federal Claims from hearing a case when another court is dealing with the same underlying events, even if the person is asking for different outcomes.","[""United States v. Tohono O'odham Nation""]","Cortez Byrd Chips, Inc. v. Harbert Construction Company; South Central Bell Telephone Company v. Alabama; United States Catholic Conference v. Abortion Rights Mobilization, Inc.",2,Overruled
A Rule 60(b) motion that addresses whether a habeas petition was filed on time is not considered a second or successive habeas petition.,"[""Gonzalez v. Crosby""]",,1,Supported
Juries decide how much weight to give expert opinions about whether someone will be dangerous in the future.,"[""Barefoot v. Estelle""]",,1,Supported
